cd_pleito,nu_processo_sei,nm_pleito,sg_pleito,nm_proponente,de_tipo_operacao,de_fase,de_fonte,sg_fonte,nm_moeda,vl_financiamento_dolar,vl_contrapartida_dolar,de_esfera,nm_regiao,nm_uf,sg_uf,dt_ultimo_recebimento,dt_primeira_cofiex,dt_validade_recomendacao,dt_reuniao_negociacao,dt_publicacao_dou,dt_assinatura,dt_ultimo_desembolso_original,dt_ultimo_desembolso_vigente,nu_operacao,de_tipo_operacao_padronizado,de_fase_padronizado,de_esfera_padronizado,nm_regiao_padronizado,sg_uf_padronizado,sg_fonte_padronizado,flag_sem_fonte,flag_sem_financiamento,flag_sem_contrapartida,flag_sem_primeira_cofiex,flag_sem_assinatura,dt_ultimo_recebimento_original,dt_primeira_cofiex_original,dt_validade_recomendacao_original,dt_reuniao_negociacao_original,dt_publicacao_dou_original,dt_assinatura_original,dt_ultimo_desembolso_original_original,dt_ultimo_desembolso_vigente_original,flag_data_extrema,flag_financiamento_nulo_zero,flag_contrapartida_maior_financiamento,flag_outlier_financeiro,nm_moeda_padronizado,de_fonte_padronizado,flag_recebimento_placeholder,flag_data_sentinela,ano_recebimento,ano_primeira_cofiex,ano_assinatura,valor_total_dolar,percentual_contrapartida,prazo_recebimento_cofiex,prazo_cofiex_assinatura,prazo_assinatura_desembolso,flag_valor_negativo,flag_financiamento_zero,flag_contrapartida_zero,flag_cronologia_invalida,flag_cd_pleito_repetido,qtd_ocorrencias_cd_pleito,flag_nu_operacao_repetida
58909,,Transmissão e Conservação de Energia,TRANSMISSÃO/CONSERV,Centrais Elétricas Brasileiras S/A - ELETROBRÁS,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,385000000.0,,Federal,Nacional,Distrito Federal,DF,,,,,,,,1995-06-30,3227-0,Operação de crédito externo,Arquivado,Federal,Nacional,DF,BIRD,False,False,True,True,True,1940-01-01,,,,,,,1995-06-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,True,False,,,,385000000.0,0.0,,,,False,False,False,False,False,1,False
58910,,Assist.Téc. para a Modern. e Fortalec. Instit. da Sec. de Previd. Complementar,PREVIDÊNCIA SOCIAL,República Federativa do Brasil,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,2000000.0,2000000.0,Federal,Nacional,Distrito Federal,DF,2002-02-27,,,,,,,,,Operação de crédito externo,Arquivado,Federal,Nacional,DF,BIRD,False,False,False,True,True,2002-02-27,,,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2002.0,,,4000000.0,0.5,,,,False,False,False,False,False,1,False
58911,,Programa de Desenvolvimento e Melhoria Infra Estr. Urb.e Reg.-Rn,RN URBANO MUNICÍPIOS,Estado do Rio Grande do Norte,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,31500000.0,0.0,Estadual,Nordeste,Rio Grande do Norte,RN,2004-03-04,,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Nordeste,RN,BID,False,False,False,True,True,2004-03-04,,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2004.0,,,31500000.0,0.0,,,,False,False,True,False,False,1,False
58912,,Programa de Ação em Infraestrutura Urbana/ Medianeira-PR,MEDIANEIRA - PR,Município de Medianeira - PR,Operação de crédito externo,Arquivado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,1110000.0,278000.0,Municipal,Sul,Paraná,PR,2002-03-06,2002-06-10,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Sul,PR,FONPLATA,False,False,False,False,True,2002-03-06,2002-06-10,,,,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2002.0,2002.0,,1388000.0,0.2002881844380403,96.0,,,False,False,False,False,False,1,False
58913,,Programa de Transporte Urbano de São Bernardo do Campo,SIS. VIÁRIO - SBC,Município de São Bernardo do Campo - SP,Operação de crédito externo,Finalizada,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,72000000.0,48000000.0,Municipal,Sudeste,São Paulo,SP,2002-03-06,2002-09-04,,2004-07-22,,2006-03-31,2012-03-31,2014-03-31,1571,Operação de crédito externo,Finalizada,Municipal,Sudeste,SP,BID,False,False,False,False,False,2002-03-06,2002-09-04,,2004-07-22,,2006-03-31,2012-03-31,2014-03-31,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2002.0,2002.0,2006.0,120000000.0,0.4,182.0,1304.0,2922.0,False,False,False,False,False,1,False
58914,,Projeto de Assistência Técnica à Previdência Social - PROAST II- 2ª FASE,PROAST II - 2ª FASE,República Federativa do Brasil,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,20000000.0,20000000.0,Federal,Nacional,Distrito Federal,DF,2002-03-15,,,,,,,,,Operação de crédito externo,Arquivado,Federal,Nacional,DF,BIRD,False,False,False,True,True,2002-03-15,,,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2002.0,,,40000000.0,0.5,,,,False,False,False,False,False,1,False
58915,,"Conservation of the Biodiversity of the Atlantic Forest of the Interior, SP/BR",FLORESTA ATLÂNTICA DO INTERIOR,Estado de São Paulo,Contribuição Financeira não Reembolsável GEF,Arquivado,GEF/Programa de Desenvolvimento das Nações Unidas-PNUD,GEF/PNUD,Dólar,973000.0,1014000.0,Estadual,Sudeste,São Paulo,SP,2002-02-05,,,,,,,,,Contribuição financeira não reembolsável,Arquivado,Estadual,Sudeste,SP,GEF/PNUD,False,False,False,True,True,2002-02-05,,,,,,,,False,False,True,False,Dólar,GEF/Programa de Desenvolvimento das Nações Unidas-PNUD,False,False,2002.0,,,1987000.0,0.5103170608958228,,,,False,False,False,False,False,1,False
58916,,Doação - Projeto de Melhoria da Qualidade do Ensino Fundamental - PB,ENS.FUNDAMENTAL/PB,Estado da Paraíba,Doações,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/PHRD - Japan Policy and Human Resources Development Fund,WB-JG,Dólar,254000.0,,Estadual,Nordeste,Paraíba,PB,2002-03-18,2002-03-27,,,,2002-06-20,2004-05-08,2005-05-08,TF026842,Doações,Finalizada,Estadual,Nordeste,PB,WB-JG,False,False,True,False,False,2002-03-18,2002-03-27,,,,2002-06-20,2004-05-08,2005-05-08,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/PHRD - Japan Policy and Human Resources Development Fund,False,False,2002.0,2002.0,2002.0,254000.0,0.0,9.0,85.0,1053.0,False,False,False,False,False,1,False
58917,,Programa de Cadastro de Terras e Regularização Fundiária no Brasil - 2ª Fase,CADASTRO TERRAS-2º FASE,República Federativa do Brasil,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,70000000.0,70000000.0,Federal,Nacional,Distrito Federal,DF,2001-10-08,2002-03-27,,,,,,,,Operação de crédito externo,Arquivado,Federal,Nacional,DF,BID,False,False,False,False,True,2001-10-08,2002-03-27,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2001.0,2002.0,,140000000.0,0.5,170.0,,,False,False,False,False,False,1,False
58930,,Projeto de Reaparelhamento do Corpo de Bombeiro Militar do Estado de Sergipe,BOMBEIROS - SE,Estado de Sergipe,Operação de crédito externo,Arquivado,,,,,654000.0,Estadual,Nordeste,Sergipe,SE,2002-03-25,2004-06-25,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Nordeste,SE,NAO_INFORMADO,True,True,False,False,True,2002-03-25,2004-06-25,,,,,,,False,True,False,False,Não informado,Não informado,False,False,2002.0,2004.0,,654000.0,1.0,823.0,,,False,False,False,False,False,1,False
58931,,Programa Ampliado de Desenvolvimento e Inclusão Social no Rio Grande do Sul,INCLUSÃO SOCIAL-RS,Estado do Rio Grande do Sul,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,120000000.0,80000000.0,Estadual,Sul,Rio Grande do Sul,RS,2002-03-25,,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Sul,RS,BID,False,False,False,True,True,2002-03-25,,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2002.0,,,200000000.0,0.4,,,,False,False,False,False,False,1,False
58932,,Reequipamento do Corpo de Bombeiros do Distrito Federal - CBMDF,BOMBEIROS - DF,Distrito Federal,Operação de crédito externo,Arquivado,,,,,3420000.0,Estadual,Centro-Oeste,Distrito Federal,DF,2002-03-22,,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Centro-Oeste,DF,NAO_INFORMADO,True,True,False,True,True,2002-03-22,,,,,,,,False,True,False,False,Não informado,Não informado,False,False,2002.0,,,3420000.0,1.0,,,,False,False,False,False,False,1,False
58933,,Aquisição de Viaturas e Rep. do Corpo de Bombeiros Militar do Est. do Amazonas,BOMBEIROS - AM,Estado do Amazonas,Operação de crédito externo,Arquivado,,,,,2743000.0,Estadual,Norte,Amazonas,AM,2002-03-22,,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Norte,AM,NAO_INFORMADO,True,True,False,True,True,2002-03-22,,,,,,,,False,True,False,False,Não informado,Não informado,False,False,2002.0,,,2743000.0,1.0,,,,False,False,False,False,False,1,False
58935,,Replacement of Diesel Generators by Systems in the Brazilian Rain Forrest,DIESEL GENERATORS,República Federativa do Brasil,Contribuição Financeira não Reembolsável GEF,Arquivado,Fundo Global para o Meio Ambiente - GEF,GEF,Dólar,750000.0,50000.0,Federal,Nacional,Distrito Federal,DF,2002-04-03,,,,,,,,,Contribuição financeira não reembolsável,Arquivado,Federal,Nacional,DF,GEF,False,False,False,True,True,2002-04-03,,,,,,,,False,False,False,False,Dólar,Fundo Global para o Meio Ambiente - GEF,False,False,2002.0,,,800000.0,0.0625,,,,False,False,False,False,False,1,False
58936,,Projeto de Revitalização Urbana e Recuperação Ambiental do Eixo Paraibuna,EIXO PARAIB.-JUIZ DE FORA,Município de Juiz de Fora - MG,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,19250000.0,19250000.0,Municipal,Sudeste,Minas Gerais,MG,2002-04-03,2002-06-10,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,MG,BID,False,False,False,False,True,2002-04-03,2002-06-10,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2002.0,2002.0,,38500000.0,0.5,68.0,,,False,False,False,False,False,1,False
58937,,Cooperação Financeira - Programa Educação sem Fronteiras - EDUSF,PROGRAMA EDUSF,República Federativa do Brasil,Doações,Arquivado,Banco Interamericano de Desenvolvimento - BID/Fundo Multilateral de Investimentos,BID/FUMIN,Dólar,10233000.0,,Federal,Nacional,Distrito Federal,DF,2002-04-08,,,,,,,,,Doações,Arquivado,Federal,Nacional,DF,BID/FUMIN,False,False,True,True,True,2002-04-08,,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID/Fundo Multilateral de Investimentos,False,False,2002.0,,,10233000.0,0.0,,,,False,False,False,False,False,1,False
58938,,Projeto de Assistência Técnica ao Setor Energético Brasileiro - ESTAL,ESTAL - ENERGIA,República Federativa do Brasil,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,12120000.0,8000000.0,Federal,Nacional,Distrito Federal,DF,2002-04-19,2002-05-24,,2003-05-23,,2004-09-23,2010-12-15,2010-12-15,4708-0,Operação de crédito externo,Finalizada,Federal,Nacional,DF,BIRD,False,False,False,False,False,2002-04-19,2002-05-24,,2003-05-23,,2004-09-23,2010-12-15,2010-12-15,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2002.0,2002.0,2004.0,20120000.0,0.3976143141153082,35.0,853.0,2274.0,False,False,False,False,False,1,False
58939,,Segundo Programa de Ajuste para o Setor Financeiro,AJUSTE FINANCEIRO II,República Federativa do Brasil,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,404040000.0,,Federal,Nacional,Distrito Federal,DF,,,,,,2002-07-23,2002-12-31,2002-12-31,7121-0,Operação de crédito externo,Repagamento,Federal,Nacional,DF,BIRD,False,False,True,True,False,1940-01-01,,,,,2002-07-23,2002-12-31,2002-12-31,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,True,False,,,2002.0,404040000.0,0.0,,,161.0,False,False,False,False,False,1,False
58940,,Programa de Apoio à Sustentabilidade do Projeto AIDS - AIDS III,AIDS III,República Federativa do Brasil,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,100000000.0,100000000.0,Federal,Nacional,Distrito Federal,DF,2002-05-17,2002-06-28,,,,2003-11-27,2006-12-31,2007-12-31,4713-0,Operação de crédito externo,Finalizada,Federal,Nacional,DF,BIRD,False,False,False,False,False,2002-05-17,2002-06-28,,,,2003-11-27,2006-12-31,2007-12-31,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2002.0,2002.0,2003.0,200000000.0,0.5,42.0,517.0,1495.0,False,False,False,False,False,1,False
58941,,Improved Certification Schemes for Sustainable Forest Management,CERTIFICAÇÃO FLORESTAL,Centro Internacional para Pesquisa Florestal - CIFOR,Contribuição Financeira não Reembolsável GEF,Finalizada,GEF/Programa Nações Unidas Para o Meio Ambiente-PNUMA,GEF/PNUMA,Dólar,987000.0,467000.0,Federal,Nacional,Distrito Federal,DF,2002-05-14,,,,,2005-05-30,2010-05-30,2010-05-30,BRA/G,Contribuição financeira não reembolsável,Finalizada,Federal,Nacional,DF,GEF/PNUMA,False,False,False,True,False,2002-05-14,,,,,2005-05-30,2010-05-30,2010-05-30,False,False,False,False,Dólar,GEF/Programa Nações Unidas Para o Meio Ambiente-PNUMA,False,False,2002.0,,2005.0,1454000.0,0.3211829436038514,,,1826.0,False,False,False,False,False,1,False
58942,,"Doação - Implantação da Sede do Núcleo de Estudos Açorianos, na UF - SC.",DOAÇÃO NEA/UFSC,Universidade Federal de Santa Catarina - UFSC,Doações,Finalizada,GOV. PORTUGAL,GOV. PORTUGAL,Dólar,29000.0,29000.0,Estadual,Sul,Santa Catarina,SC,2002-06-20,2002-06-28,,,,,,,,Doações,Finalizada,Estadual,Sul,SC,GOV. PORTUGAL,False,False,False,False,True,2002-06-20,2002-06-28,,,,,,,False,False,False,False,Dólar,GOV. PORTUGAL,False,False,2002.0,2002.0,,58000.0,0.5,8.0,,,False,False,False,False,False,1,False
58943,,Instalação de Repartições Diplomáticas e Consulares em Próprios Nacionais,MRE - CHANCELARIAS,República Federativa do Brasil,Operação de crédito externo,Arquivado,,,,,5300000.0,Federal,Nacional,Distrito Federal,DF,2002-06-25,2002-06-28,,,,,,,,Operação de crédito externo,Arquivado,Federal,Nacional,DF,NAO_INFORMADO,True,True,False,False,True,2002-06-25,2002-06-28,,,,,,,False,True,False,False,Não informado,Não informado,False,False,2002.0,2002.0,,5300000.0,1.0,3.0,,,False,False,False,False,False,1,False
58944,,Iracambi Medicinal Plants,DOAÇÃO IRACAMBI,Sociedade Amigos de Iracambi,Contribuição Financeira não Reembolsável GEF,Arquivado,Fundo Global para o Meio Ambiente - GEF,GEF,Dólar,392000.0,103000.0,Federal,Nacional,Distrito Federal,DF,2002-06-21,,,,,,,,,Contribuição financeira não reembolsável,Arquivado,Federal,Nacional,DF,GEF,False,False,False,True,True,2002-06-21,,,,,,,,False,False,False,False,Dólar,Fundo Global para o Meio Ambiente - GEF,False,False,2002.0,,,495000.0,0.2080808080808081,,,,False,False,False,False,False,1,False
58945,,Conservação da Biodiversidade e Reabilitação dos Ecossistemas no Parque Estadual da Serra do Tabuleiro,SERRA DO TABULEIRO,Estado de Santa Catarina,Contribuição Financeira não Reembolsável GEF,Finalizada,GEF/Banco Internacional para Reconstrução e Desenvolvimento - BIRD,GEF/BIRD,Dólar,973734.0,1354063.0,Estadual,Sul,Santa Catarina,SC,2002-06-10,,,,,2005-08-22,2009-10-22,2009-10-22,TF055476,Contribuição financeira não reembolsável,Finalizada,Estadual,Sul,SC,GEF/BIRD,False,False,False,True,False,2002-06-10,,,,,2005-08-22,2009-10-22,2009-10-22,False,False,True,False,Dólar,GEF/Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2002.0,,2005.0,2327797.0,0.5816929053521419,,,1522.0,False,False,False,False,False,1,False
58946,,Programa Brasileiro de Transporte Urbano: Investimentos Multifásicos - PBTU,PROGRAMA PBTU,República Federativa do Brasil,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,30000000.0,20000000.0,Federal,Nacional,Distrito Federal,DF,2002-07-11,,,,,,,,,Operação de crédito externo,Arquivado,Federal,Nacional,DF,BID,False,False,False,True,True,2002-07-11,,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2002.0,,,50000000.0,0.4,,,,False,False,False,False,False,1,False
58947,,Apoio as Ações de Pré-Investimentos da Sedu/PR,DOAÇÃO SEDU/PR,República Federativa do Brasil,Doações,Arquivado,Banco Interamericano de Desenvolvimento - BID/JSF,BID/JSF,Dólar,450000.0,50000.0,Federal,Nacional,Distrito Federal,DF,2002-06-26,,,,,,,,,Doações,Arquivado,Federal,Nacional,DF,BID/JSF,False,False,False,True,True,2002-06-26,,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID/JSF,False,False,2002.0,,,500000.0,0.1,,,,False,False,False,False,False,1,False
58948,03400.001129/2013-43,Programa de Produção e Difusão de Inovações para a Competitividade de Arranjos Produtivos Locais em Pernambuco,ARRANJOS PROD. - PE,Estado de Pernambuco,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,10000000.0,7761984.0,Estadual,Nordeste,Pernambuco,PE,2002-07-12,2006-05-05,2009-06-08,2009-03-17,2006-06-08,2011-06-20,2015-12-20,2017-12-20,2147/OC-BR,Operação de crédito externo,Repagamento,Estadual,Nordeste,PE,BID,False,False,False,False,False,2002-07-12,2006-05-05,2009-06-08,2009-03-17,2006-06-08,2011-06-20,2015-12-20,2017-12-20,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2002.0,2006.0,2011.0,17761984.0,0.436999830649549,1393.0,1872.0,2375.0,False,False,False,False,False,1,False
58949,,PROURB/CE II - Projeto de Desenvolvimento Urbano do Estado do Ceará,PROURB/ CE - II,Estado do Ceará,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,72000000.0,48000000.0,Estadual,Nordeste,Ceará,CE,2002-07-23,,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Nordeste,CE,BIRD,False,False,False,True,True,2002-07-23,,,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2002.0,,,120000000.0,0.4,,,,False,False,False,False,False,1,False
58951,,Programa de Fortalecimento do Controle do Espaço Aéreo Brasileiro-Aeronaves CL-X e P-3BR,CL-X e P-3BR,República Federativa do Brasil,Operação Comercial,Repagamento,Banco Bilbao Vizcaya Argentaria S.A,BBVA,Dólar,698730000.0,23380000.0,Federal,Nacional,Distrito Federal,DF,2001-06-08,2005-02-03,2006-11-10,,2004-11-10,2005-03-10,2012-12-31,2014-12-31,00,Operação Comercial,Repagamento,Federal,Nacional,DF,BBVA,False,False,False,False,False,2001-06-08,2005-02-03,2006-11-10,,2004-11-10,2005-03-10,2012-12-31,2014-12-31,False,False,False,False,Dólar,Banco Bilbao Vizcaya Argentaria S.A,False,False,2001.0,2005.0,2005.0,722110000.0,0.0323773386326183,1336.0,35.0,3583.0,False,False,False,False,False,1,True
58952,,PROGRAMA DE ACESSO À INFRA-ESTRUTURA - MUNICÍPIO DE GUARULHOS (SP),GUARULHOS INFRAESTRUTURA,Município de Guarulhos - SP,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,103200000.0,68800000.0,Municipal,Sudeste,São Paulo,SP,2002-07-31,,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,SP,BID,False,False,False,True,True,2002-07-31,,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2002.0,,,172000000.0,0.4,,,,False,False,False,False,False,1,False
