cdCartaConsulta,nmProjeto,sgProjeto,nmSetor,nmSujeito,Regiao,nmUnidadeFederal,nmAbrangenciaNacional,TipoFinanciamento,sgFonte,VlDolar,CpVlDolar,sgMoeda,deFase,dtRecebimento,dtValidadeRecomendacao,dtReuniaoNegociacao,dtAprovDiretoria,dtAprovacaoSenado,nuResolucaoSenado,dtAssinatura,nuoperacao,dtPrimeiraAmortizacao,dtUltimaAmortizacao,dtUltimoDesembolsoOriginal,dtUltimoDesembolsoVigente,ano_recebimento
60156,"IMPLANTAÇÃO DA CIDADE UNIVERSITÁRIA DO ESTADO DO AMAZONAS, NO MUNICÍPIO DE IRANDUBA - AM _X000D_",CIDU,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,CAF,112000000.0,48000000.0,US$,Arquivado,2016-11-04 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2016
60313,PROGRAMA DE INFRAESTRUTURA E DESENVOLVIMENTO SOCIOECONÔMICO NOS MUNICÍPIOS DO AMAZONAS,PRODESMA,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,350000000.0,150000000.0,US$,Arquivado,2017-02-13 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2017
60659,"PROGRAMA DE SUSTENTABILIDADE FISCAL, ECONÔMICA, SOCIAL E AMBIENTAL DO ESTADO DO AMAZONAS.",Amazonas Sustentável,FORTALECIMENTO INSTITUCIONAL,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,200000000.0,0.0,US$,Repagamento,2020-03-20 00:00:00,2022-05-25 00:00:00,2020-11-16,2020-12-11,2021-09-06,25/2021,2021-11-04,9188,2024-03-01 00:00:00,2033-09-01 00:00:00,2022-12-30 00:00:00,2022-12-30 00:00:00,2020
60706,INTEGRATED WATERSHED MANAGEMENT OF THE PUTUMAYO-IÇÁ RIVER BASIN (P172893),Projeto Putumayo-Içá,,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,14000000.0,0.0,US$,Em preparação,2020-03-20 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2020
60725,PROGRAMA SOCIAL E AMBIENTAL DE MANAUS E INTERIOR (PROSAMIN),PROSAMIN-AM,SANEAMENTO BÁSICO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,80000000.0,34285730.0,US$,Em execução,2021-03-18 00:00:00,1900-01-01 00:00:00,2021-11-05,2021-01-01,2022-09-01,28/2022,2022-10-11,5423/OC-BR,,,2027-10-11 00:00:00,2027-10-11 00:00:00,2021
60867,PROGRAMA DE MODERNIZAÇÃO DA GESTÃO FISCAL DO ESTADO DO AMAZONAS - PROFISCO III - AM,PROFISCO III - AM,FORTALECIMENTO INSTITUCIONAL,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,30000000.0,3000000.0,US$,Em preparação,2023-10-31 00:00:00,2026-03-18 00:00:00,,,,,,,,,,,2023
60868,PROGRAMA DE SANEAMENTO INTEGRADO DE PARINTINS - PROSAI PARINTINS,PROSAI Parintins,SANEAMENTO BÁSICO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,70000000.0,17500000.0,US$,Aguardando Assinatura,2022-06-29 00:00:00,2024-11-11 00:00:00,2023-11-10,,,,,5845/OC-BR,,,,,2022
60887,NOVO PROGRAMA DE ACELERAÇÃO DO DESENVOLVIMENTO DA EDUCAÇÃO DO AMAZONAS - PADEAM II,PADEAM II,DESENVOLVIMENTO SOCIAL,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,80000000.0,20000000.0,US$,Aguardando Assinatura,2022-08-04 00:00:00,2025-05-12 00:00:00,2024-03-15,,,,,,,,,,2022
61068,"PROGRAMA DE SUSTENTABILIDADE FISCAL, ECONÔMICA, SOCIAL E AMBIENTAL DO ESTADO DO AMAZONAS",PRO-SUSTENTÁVEL II,CRÉDITO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,200000000.0,0.0,US$,Aguardando Cofiex,2024-02-26 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
61076,"PROGRAMA DE SUSTENTABILIDADE FISCAL, EFICIÊNCIA E EFICÁCIA DOS GASTOS PÚBLICOS DO ESTADO DO AMAZONAS",Progestão Amazonas,FORTALECIMENTO INSTITUCIONAL,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,60000000.0,6000000.0,US$,Arquivado,2024-07-12 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
61182,"PROGRAMA DE SUSTENTABILIDADE FISCAL, ECONÔMICA, SOCIAL E AMBIENTAL DO ESTADO DO AMAZONAS",PRO-SUSTENTÁVEL III,REFINANCIAMENTO DE DÍVIDA,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,585000000.0,0.0,US$,Em preparação,2024-05-14 00:00:00,2026-07-02 00:00:00,,,,,,,,,,,2024
61243,"PROGRAMA DE SUSTENTABILIDADE FISCAL, EFICIÊNCIA E EFICÁCIA DOS GASTOS PÚBLICOS DO ESTADO DO AMAZONAS",Progestão Amazonas,REFINANCIAMENTO DE DÍVIDA,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,60000000.0,6000000.0,US$,Aguardando Cofiex,2024-11-04 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
57754,SANEAMENTO BÁSICO DE FORTALEZA - SANEFOR,SANEFOR,SANEAMENTO BÁSICO,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,159300000.0,0.0,US$,Repagamento,1992-02-07 00:00:00,1900-01-01 00:00:00,1992-08-21,1992-09-30,1992-11-24,,1992-12-09,0695-CO,,,1996-12-09 00:00:00,1998-09-09 00:00:00,1992
57754,SANEAMENTO BÁSICO DE FORTALEZA - SANEFOR,SANEFOR,SANEAMENTO BÁSICO,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,39900000.0,0.0,US$,Repagamento,1992-02-07 00:00:00,1900-01-01 00:00:00,1992-08-21,1992-09-30,1992-11-24,,1992-12-09,0892-FOE,,,1996-12-09 00:00:00,1998-09-09 00:00:00,1992
57768,PROJETO DE COMBATE À POBREZA RURAL DO CEARÁ,PCPR - CE II,AGRICULTURA,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,70000000.0,0.0,US$,Finalizada,1995-05-04 00:00:00,1900-01-01 00:00:00,1995-05-26,1995-06-29,1995-12-07,137/1995,1996-02-28,3918-0,2001-03-15 00:00:00,2016-03-15 00:00:00,2000-12-31 00:00:00,2001-06-30 00:00:00,1995
57843,RODOVIAS DO CEARA,RODOVIAS CE I,LOGÍSTICA E TRANSPORTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,69000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,1989-11-23,1990-02-26,1990-03-26,,1990-07-06,0587-CO,,,1994-07-06 00:00:00,1996-04-06 00:00:00,1940
57843,RODOVIAS DO CEARA,RODOVIAS CE I,LOGÍSTICA E TRANSPORTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,20700000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,1989-11-23,1990-02-26,1990-03-26,,1990-07-06,0833-FOE,,,1994-07-06 00:00:00,1996-04-06 00:00:00,1940
57857,PROURB/CE - PROJETO DE DESENVOLVIMENTO URBANO E GESTÃO DE RECS.HÍDRICOS DO CE,PROURB - CE,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,140000000.0,72500000.0,US$,Finalizada,1991-12-11 00:00:00,1900-01-01 00:00:00,1994-07-02,1994-09-06,1994-12-14,,1994-12-15,3789-0,2000-03-15 00:00:00,2015-03-15 00:00:00,2000-03-31 00:00:00,2003-12-31 00:00:00,1991
57910,APROV. HIDROAGR.E ABAST. AGUA RESULTANTE DA TRANSP. RIO S.F,RIO SÃO FRANCISCO,MEIO AMBIENTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,145000000.0,145000000.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
57946,PROGRAMA DE APOIO ÀS REFORMAS SOCIAIS PARA O DESENVOLVIMENTO DE CRIANÇAS E ADOLESCENTES NO CEARÁ - PROARES,PROARES - CE,DESENVOLVIMENTO SOCIAL,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,42000000.0,28000000.0,US$,Repagamento,1995-06-13 00:00:00,1900-01-01 00:00:00,1996-09-20,1996-10-25,1997-05-08,38/1997,1997-05-21,0955-CO,2004-11-21 00:00:00,2028-11-21 00:00:00,2002-05-21 00:00:00,2005-05-21 00:00:00,1995
57956,PROG. RODOVIARIO DE INTEGRACAO SOCIAL - CE,RODOVIAS CE II,LOGÍSTICA E TRANSPORTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,115000000.0,73332000.0,US$,Finalizada,1994-12-27 00:00:00,1900-01-01 00:00:00,1997-06-06,1997-07-02,1997-11-27,,1997-12-19,1019-CO,2005-06-15 00:00:00,2017-12-19 00:00:00,2001-12-19 00:00:00,2004-12-19 00:00:00,1994
57990,COMPLEXO PORTUÁRIO CEARA 2000,CEARÁ 2000,LOGÍSTICA E TRANSPORTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,0.0,0.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,1996-04-06 00:00:00,1940
58079,PROGRAMA DE GERENCIAMENTO INTEGRADO DE RECURSOS HÍDRICOS DO ESTADO DO CEARÁ,PROGERIRH,MEIO AMBIENTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,136000000.0,111200000.0,US$,Finalizada,1995-08-01 00:00:00,1900-01-01 00:00:00,1999-10-15,2000-01-06,1999-12-17,80/1999,2000-02-10,4531-0,2005-05-15 00:00:00,2014-05-15 00:00:00,2009-04-30 00:00:00,2009-04-30 00:00:00,1995
58115,MODERNIZ. E FORTALEC. ASSEMB. LEGISLATIVA DO CE,ASSEMB. LEGISL. - CE,FORTALECIMENTO INSTITUCIONAL,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,4000000.0,0.0,US$,Arquivado,1995-11-03 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1995
58122,PROG. DE MODERNIZAÇÃO E RESTAURAÇÃO TRIBUTÁRIA DO EST. CE,TRIBUTÁRIO - CE,FORTALECIMENTO INSTITUCIONAL,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,18500000.0,0.0,US$,Arquivado,1995-12-19 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1995
58176,GERENCIAMENTO DE RECURSOS HÍDRICOS - CE,DOAÇÃO REC. HIDR.-CE,MEIO AMBIENTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,DOAÇÕES,WB-JG,200000.0,0.0,US$,Repagamento,1990-01-01 23:59:00,1900-01-01 00:00:00,,1996-10-14,,,1996-10-14,29192/IBRD,,,1997-12-31 00:00:00,1997-12-31 00:00:00,1990
58196,PROGRAMA DE GERENC. E INTEGRAÇÃO DE RECURSOS HÍDRICOS DO CE- PROJETO PILOTO,PROGERIRH-PILOTO,MEIO AMBIENTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,9600000.0,2400000.0,US$,Finalizada,1997-01-15 00:00:00,1900-01-01 00:00:00,1997-05-21,1997-06-12,1997-11-27,120/1997,1997-12-12,4190-0,2001-05-15 00:00:00,2013-05-15 00:00:00,2000-06-30 00:00:00,2002-06-30 00:00:00,1997
58331,CENTRO DE CAPACITAÇÃO DO SISAR,DOAÇÃO SISAR,EDUCAÇÃO,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,KfW/DOAÇÃO,,0.0,US$,Arquivado,2001-09-20 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2001
58401,SANEAMENTO BASICO NO CEARA,SANEAMENTO CEARÁ,SANEAMENTO BÁSICO,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,KfW,,2644080.0,€,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,1990-01-31,198665093,,,,1998-12-31 00:00:00,1940
58423,CONSTRUÇÃO DE 2 USINAS ENERGIA EÓLICA DE 30 MW CADA NO ESTADO DO CEARÁ,ENERGIA EÓLICA-CE,ENERGIA,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,JICA,60000000.0,40000000.0,US$,Repagamento,1993-10-06 00:00:00,1900-01-01 00:00:00,1996-11-22,1996-03-13,1997-06-03,50/1997,1997-08-01,BZ-P12,,,2004-11-26 00:00:00,2007-11-30 00:00:00,1993
58447,PROJETO DE ABASTECIMENTO DE ÁGUA PARA O ESTADO DO CEARA-PROACE,PROACE,MEIO AMBIENTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,52748000.0,32252000.0,US$,Arquivado,1995-09-28 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1995
58448,PROGRAMA DE SANEAMENTO BÁSICO RURAL DO ESTADO DO CEARA - 2ª FASE,SANEAMENTO CEARÁ II,SANEAMENTO BÁSICO,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,KfW,,10308320.0,€,Repagamento,1995-10-06 00:00:00,1900-01-01 00:00:00,2004-05-26,2004-05-26,2005-08-11,55/2005,2005-12-07,199966169-KFW,2011-05-30 00:00:00,2026-05-30 00:00:00,2009-12-31 00:00:00,2016-12-31 00:00:00,1995
58572,PROJETO DE QUALIFICAÇÃO DA EDUCAÇÃO BÁSICA DO CEARÁ,EDUCAÇÃO BÁSICA - CE,EDUCAÇÃO,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,90000000.0,60000000.0,US$,Finalizada,1998-11-19 00:00:00,1900-01-01 00:00:00,2000-06-30,2000-12-20,2001-05-15,06/2001,2001-08-06,4591-0,2006-08-15 00:00:00,2021-08-15 00:00:00,2006-06-30 00:00:00,2008-06-30 00:00:00,1998
58604,PROTEÇÃO AO MEIO AMBIENTE ATRAVÉS DO TRATAMENTO DDE LIXO,TRATAMENTO DE LIXO,MEIO AMBIENTE,ESTADO DO CEARÁ,NACIONAL,Estado do Ceará,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,600000.0,0.0,US$,Arquivado,1998-10-13 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1998
58640,PROJETO DE MODELAGEM METROFOR,DOAÇÃO METROFOR,LOGÍSTICA E TRANSPORTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,DOAÇÕES,WB-JG,500000.0,0.0,US$,Repagamento,1999-05-31 00:00:00,1900-01-01 00:00:00,,2000-01-01,,,2001-01-01,,,,2001-12-31 00:00:00,2001-12-31 00:00:00,1999
58660,PROJETO DE QUALIFICAÇÃO DA EDUCAÇÃO BÁSICA-CE,DOAÇÃO EDUCAÇÃO - CE,EDUCAÇÃO,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,DOAÇÕES,WB-JG,280000.0,0.0,US$,Repagamento,1999-08-20 00:00:00,1900-01-01 00:00:00,,2000-01-30,,,2000-01-30,TF025823,,,2001-06-30 00:00:00,2001-06-30 00:00:00,1999
58695,MARICULTURA DE MOLUSCOS NO ESTADO DO CEARÁ,MARICULTURA-CE,AGRICULTURA,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,700000.0,200000.0,US$,Arquivado,1999-08-05 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1999
58720,PROJETO DE COMBATE À POBREZA RURAL NO CEARÁ - PCPR III - 1ª FASE,PCPR - CE III - 1ª FASE,AGRICULTURA,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,37500000.0,12500000.0,US$,Finalizada,2000-05-15 00:00:00,1900-01-01 00:00:00,,2001-06-26,2001-09-06,19/2001,2001-10-29,4626-0,2007-01-15 00:00:00,2017-01-15 00:00:00,2005-06-30 00:00:00,2006-06-30 00:00:00,2000
58756,PROJETO DE COMBATE À POBREZA RURAL DO CEARÁ - 2ª FASE,PCPR-CE II-2ª Fase,AGRICULTURA,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,37500000.0,12500000.0,US$,Repagamento,2000-05-15 00:00:00,1900-01-01 00:00:00,2006-04-13,2006-06-06,2006-07-04,26/2006,2006-07-07,7387-0,2011-07-15 00:00:00,,2009-06-30 00:00:00,2009-06-30 00:00:00,2000
58949,PROURB/CE II - PROJETO DE DESENVOLVIMENTO URBANO DO ESTADO DO CEARÁ,PROURB/ CE -  II,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,72000000.0,48000000.0,US$,Arquivado,2002-07-23 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2002
59081,PROJETO DE DESENVOLVIMENTO ECONÔMICO REGIONAL DO CEARÁ (CIDADES DO CEARÁ - CARIRI CENTRAL),CIDADES DO CEARÁ - CARIRI CENTRAL,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,46000000.0,20000000.0,US$,Repagamento,2004-04-15 00:00:00,2009-03-27 00:00:00,2008-11-05,2009-02-24,2009-10-30,34/2009,2009-12-22,76540/IBRD,2019-04-15 00:00:00,2033-10-15 00:00:00,2014-12-31 00:00:00,2016-11-30 00:00:00,2004
59110,PROJETO DE APOIO A INCLUSÃO SOCIAL NO CEARÁ,APOIO INCLUSÃO SOCIAL CE,ENCARGOS ESPECIAIS,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,149750000.0,0.0,US$,Repagamento,2004-07-12 00:00:00,1900-01-01 00:00:00,2005-06-03,2005-07-12,2005-09-21,62/2005,2005-10-18,7321-0,,,2007-12-31 00:00:00,2007-12-31 00:00:00,2004
59148,DOAÇÃO - PROGRAMA DE SANEAMENTO BÁSICO DO CEARÁ II - AÇÕES COMPLEMENTARES,DOAÇÃO SANEAMENTO CEARÁ,SANEAMENTO BÁSICO,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,DOAÇÕES,KfW/DOAÇÃO,3780900.0,,€,Repagamento,2004-12-20 00:00:00,2009-03-04 00:00:00,,2006-06-14,2006-07-07,27,2006-06-14,200565788,,,2009-12-31 00:00:00,2022-12-31 00:00:00,2004
59201,PROGRAMA DE APOIO ÀS REFORMAS SOCIAIS DO CEARÁ - FASE II,PROARES II - CE,DESENVOLVIMENTO SOCIAL,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,45000000.0,19260000.0,US$,Repagamento,2005-08-09 00:00:00,2009-06-28 00:00:00,2009-04-16,2009-11-11,2009-12-01,39/2009,2009-12-22,2230,2015-01-15 00:00:00,2034-07-15 00:00:00,2014-12-22 00:00:00,2017-12-22 00:00:00,2005
59447,DOAÇÃO - APOIO À PREPARAÇÃO DO PROGRAMA CIDADES DO CEARÁ - CE,DOAÇÃO CIDADES DO CEARÁ,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,DOAÇÕES,WB-JG,850000.0,1044000.0,US$,Repagamento,2007-02-28 00:00:00,1900-01-01 00:00:00,,2007-10-09,,,2007-10-09,TF090852,,,2008-09-15 00:00:00,2009-05-31 00:00:00,2007
59481,PROGRAMA DE EXPANSÃO E MELHORIA DA ASSISTÊNCIA ESPECIALIZADA À SAÚDE DO ESTADO DO CEARÁ,CEARÁ SAÚDE,SAÚDE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,77000000.0,86445110.0,US$,Repagamento,2007-07-19 00:00:00,2009-10-29 00:00:00,2009-04-14,2009-05-20,2009-10-08,31/2009,2009-12-22,2137/OC-BR,2015-01-15 00:00:00,2034-07-15 00:00:00,2014-12-22 00:00:00,2016-12-22 00:00:00,2007
59482,PROJETO DE APOIO A INCLUSÃO SOCIAL E CRESCIMENTO ECONÔMICO NO CEARÁ - SWAP II,SWAp II - CE,ENCARGOS ESPECIAIS,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,240000000.0,4560000000.0,US$,Repagamento,2007-07-19 00:00:00,1900-01-01 00:00:00,2008-07-02,2008-09-30,2008-12-09,,2009-03-19,7600,,,2012-06-30 00:00:00,2012-06-30 00:00:00,2007
59483,PROGRAMA RODOVIÁRIO DO ESTADO DO CEARÁ - CEARÁ III,Rodovias Ceará  III,LOGÍSTICA E TRANSPORTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,158620000.0,95735000.0,US$,Repagamento,2007-07-19 00:00:00,2009-09-29 00:00:00,2009-06-09,2009-07-29,2009-10-07,32/2009,2009-12-22,2169/OC-BR,2015-04-15 00:00:00,2034-10-15 01:00:00,2014-12-22 00:00:00,2014-12-22 00:00:00,2007
59484,PROJETO DE GESTÃO INTEGRADA DOS RECURSOS HÍDRICOS DO CEARÁ - PROGERIRH II,PROGERIRH II,MEIO AMBIENTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,103000000.0,104260000.0,US$,Repagamento,2007-07-19 00:00:00,1900-01-01 00:00:00,2008-11-18,2008-12-18,2009-06-20,19/2009,2009-09-22,76300-IBRD,2015-04-15 00:00:00,2029-10-15 00:00:00,2011-12-31 00:00:00,2011-12-31 00:00:00,2007
59485,PROJETO DE DESENVOLVIMENTO URBANO DE PÓLOS REGIONAIS - PROGRAMA CIDADES DO CEARÁ II,Cidades do Ceará II,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,66500000.0,40136000.0,US$,Repagamento,2007-07-19 00:00:00,2012-10-29 00:00:00,2012-10-09,2012-11-07,2013-07-01,23/2013,2013-09-02,2826/OC-BR,2022-11-15 00:00:00,2033-11-15 00:00:00,2018-09-02 00:00:00,2021-09-02 00:00:00,2007
59486,PROGRAMA DE MODERNIZAÇÃO DA GESTÃO FISCAL DO ESTADO DO CEARÁ,PROFISCO/CE,FORTALECIMENTO INSTITUCIONAL,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,41000000.0,9000000.0,US$,Repagamento,2007-07-19 00:00:00,2007-10-29 00:00:00,2009-05-20,2008-11-05,2009-03-27,19/2010,2009-05-20,2044/OC-BR,2013-11-20 00:00:00,2029-05-20 00:00:00,2013-05-20 00:00:00,2016-05-20 00:00:00,2007
59527,PROGRAMA NACIONAL DE DESENVOLVIMENTO DO TURISMO - PRODETUR NACIONAL - CEARÁ,Prodetur Nacional - Ceará,COMÉRCIO E SERVIÇOS (TURISMO),ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,150000000.0,100000000.0,US$,Repagamento,2007-12-10 00:00:00,2010-04-25 00:00:00,2010-03-18,2010-05-05,2010-08-06,38/2010,2010-11-25,2321/OC-BR,2016-03-30 00:00:00,2035-09-30 00:00:00,2015-11-25 00:00:00,2019-02-25 00:00:00,2007
59546,DOAÇÃO - APOIO PARA PREPARAÇÃO E IMPLEMENTAÇÃO DO PROGRAMA DE APOIO ÀS REFORMAS SOCIAIS DO CEARÁ - PROARES II,DOAÇÃO PROARES II,DESENVOLVIMENTO SOCIAL,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,DOAÇÕES,BID/JSF,560000.0,140000.0,US$,Repagamento,2008-03-04 00:00:00,1900-01-01 00:00:00,,2008-10-20,,,2008-12-18,BR-T1093,,,2011-12-18 00:00:00,2011-12-18 00:00:00,2008
59619,PROJETO DE DESENVOLVIMENTO RURAL SUSTENTÁVEL - PROJETO SÃO JOSÉ III - 1ª FASE,PROJETO SÃO JOSÉ III  - 1ª Fase,AGRICULTURA,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,100000000.0,50000000.0,US$,Repagamento,2008-09-17 00:00:00,2012-12-30 00:00:00,2012-03-01,2012-04-05,2012-08-09,63/2012,2012-10-03,8124,2017-06-15 00:00:00,2036-12-15 00:00:00,2016-10-31 00:00:00,2019-04-30 00:00:00,2008
59630,DOAÇÃO - APOIO À PREPARAÇÃO DO PROGRAMA PILOTO DE MANUTENÇÃO RODOVIÁRIA POR RESULTADOS DO ESTADO DO CEARÁ,DOAÇÃO RODOVIAS CEARÁ III,LOGÍSTICA E TRANSPORTE,ESTADO DO CEARÁ,NORDESTE,Estado do Ceará,Estadual,DOAÇÕES,BID/INFRAFUND,400000.0,80000.0,US$,Repagamento,2008-10-24 00:00:00,2010-11-26 00:00:00,,2009-04-13,,,2009-06-04,11568-BR,,,2010-04-30 00:00:00,2012-10-02 00:00:00,2008
